crime_type ,district ,beat_number ,map_reference ,phxcommunity ,domestic
5 ,3 ,118 ,004 ,1 ,0
5 ,3 ,118 ,045 ,0 ,0
5 ,3 ,118 ,047 ,0 ,0
5 ,3 ,118 ,120 ,0 ,0
5 ,2 ,119 ,074 ,1 ,0
5 ,2 ,119 ,074 ,1 ,0
5 ,2 ,119 ,076 ,0 ,0
5 ,2 ,119 ,082 ,1 ,0
5 ,2 ,119 ,082 ,1 ,0
5 ,2 ,119 ,124 ,0 ,0
5 ,1 ,120 ,002 ,0 ,0
5 ,1 ,120 ,056 ,0 ,0
5 ,1 ,120 ,056 ,0 ,0
5 ,1 ,120 ,057 ,1 ,0
5 ,1 ,120 ,061 ,0 ,0
5 ,1 ,120 ,062 ,0 ,0
5 ,1 ,120 ,062 ,0 ,0
5 ,1 ,120 ,121 ,0 ,0
5 ,2 ,121 ,069 ,0 ,0
5 ,2 ,121 ,070 ,0 ,0
5 ,2 ,121 ,073 ,0 ,0
5 ,2 ,122 ,077 ,0 ,0
5 ,2 ,122 ,077 ,0 ,0
5 ,2 ,122 ,081 ,0 ,0
5 ,2 ,122 ,122 ,0 ,0
4 ,2 ,117 ,009 ,0 ,0
4 ,3 ,118 ,004 ,1 ,0
4 ,3 ,118 ,004 ,0 ,0
3 ,1 ,111 ,025 ,0 ,0
3 ,3 ,112 ,083 ,1 ,0
3 ,3 ,112 ,083 ,0 ,0
3 ,3 ,112 ,083 ,0 ,0
3 ,3 ,112 ,083 ,0 ,0
3 ,3 ,112 ,083 ,0 ,0
3 ,1 ,113 ,031 ,0 ,0
3 ,1 ,113 ,031 ,0 ,0
3 ,3 ,115 ,039 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
3 ,3 ,118 ,120 ,0 ,0
79 ,1 ,111 ,024 ,0 ,0
79 ,1 ,111 ,025 ,0 ,0
79 ,1 ,111 ,080 ,0 ,0
79 ,3 ,112 ,003 ,0 ,0
79 ,3 ,112 ,003 ,0 ,0
79 ,3 ,112 ,003 ,0 ,0
79 ,3 ,112 ,027 ,0 ,0
79 ,3 ,112 ,027 ,0 ,0
79 ,3 ,112 ,083 ,0 ,0
79 ,1 ,113 ,032 ,0 ,0
79 ,1 ,113 ,034 ,0 ,0
79 ,1 ,113 ,034 ,0 ,0
79 ,1 ,114 ,036 ,0 ,0
79 ,1 ,114 ,065 ,0 ,0
79 ,1 ,114 ,065 ,0 ,0
79 ,3 ,115 ,042 ,0 ,0
79 ,3 ,115 ,042 ,0 ,0
79 ,3 ,115 ,042 ,0 ,0
79 ,1 ,120 ,061 ,0 ,0
79 ,1 ,120 ,062 ,0 ,0
79 ,2 ,121 ,067 ,0 ,0
79 ,2 ,122 ,091 ,1 ,0
92 ,2 ,117 ,018 ,0 ,0
78 ,1 ,111 ,021 ,0 ,0
78 ,1 ,111 ,021 ,1 ,1
78 ,1 ,111 ,025 ,1 ,1
78 ,1 ,113 ,031 ,1 ,1
78 ,1 ,113 ,032 ,0 ,0
78 ,1 ,114 ,026 ,0 ,0
78 ,3 ,115 ,039 ,0 ,0
78 ,1 ,120 ,057 ,1 ,1
78 ,1 ,120 ,062 ,0 ,0
78 ,2 ,121 ,073 ,0 ,1
77 ,1 ,111 ,023 ,0 ,0
77 ,1 ,111 ,029 ,0 ,0
77 ,2 ,119 ,091 ,0 ,0
91 ,3 ,112 ,003 ,0 ,0
76 ,3 ,112 ,083 ,0 ,0
76 ,3 ,116 ,051 ,0 ,0
76 ,3 ,116 ,053 ,0 ,0
76 ,2 ,117 ,068 ,0 ,0
76 ,3 ,118 ,004 ,0 ,0
76 ,3 ,118 ,045 ,0 ,0
75 ,1 ,111 ,021 ,1 ,0
75 ,1 ,111 ,025 ,0 ,0
75 ,1 ,111 ,029 ,1 ,0
75 ,3 ,112 ,027 ,0 ,0
75 ,3 ,112 ,027 ,0 ,0
75 ,3 ,112 ,083 ,0 ,0
75 ,3 ,112 ,083 ,0 ,0
75 ,1 ,113 ,030 ,1 ,0
75 ,1 ,114 ,026 ,1 ,0
75 ,1 ,114 ,036 ,0 ,0
75 ,1 ,114 ,036 ,0 ,0
75 ,1 ,114 ,036 ,0 ,0
75 ,1 ,114 ,036 ,0 ,0
75 ,1 ,114 ,065 ,1 ,0
75 ,3 ,115 ,006 ,0 ,1
75 ,3 ,115 ,039 ,1 ,0
75 ,3 ,115 ,042 ,0 ,0
75 ,3 ,116 ,043 ,0 ,0
75 ,3 ,116 ,053 ,0 ,0
75 ,2 ,117 ,064 ,0 ,0
75 ,2 ,117 ,064 ,0 ,0
75 ,2 ,117 ,068 ,1 ,0
75 ,3 ,118 ,047 ,0 ,0
75 ,1 ,120 ,002 ,0 ,0
75 ,2 ,121 ,069 ,0 ,0
74 ,1 ,120 ,121 ,0 ,0
72 ,1 ,111 ,024 ,1 ,0
72 ,1 ,111 ,024 ,0 ,0
72 ,3 ,112 ,083 ,0 ,0
72 ,1 ,113 ,032 ,0 ,0
72 ,2 ,119 ,124 ,0 ,0
71,3 ,112 ,083 ,1 ,0
70 ,3 ,112 ,028 ,0 ,0
70 ,3 ,112 ,083 ,1 ,0
70 ,1 ,114 ,026 ,0 ,0
70 ,1 ,114 ,036 ,0 ,0
70 ,3 ,115 ,005 ,1 ,0
70 ,3 ,116 ,048 ,1 ,0
70 ,2 ,117 ,009 ,0 ,0
70 ,2 ,117 ,071 ,0 ,0
70 ,2 ,121 ,067 ,0 ,0
69 ,2 ,117 ,068 ,0 ,0
69 ,2 ,119 ,074 ,1 ,0
14 ,1 ,111 ,025 ,0 ,0
14 ,3 ,112 ,083 ,0 ,0
14 ,3 ,112 ,083 ,0 ,0
14 ,1 ,113 ,033 ,0 ,1
14 ,3 ,118 ,045 ,0 ,0
14 ,3 ,118 ,045 ,0 ,0
14 ,3 ,118 ,047 ,0 ,1
14 ,2 ,119 ,082 ,0 ,0
14 ,1 ,120 ,059 ,1 ,1
14 ,1 ,120 ,061 ,0 ,0
13 ,1 ,111 ,024 ,1 ,0
13 ,1 ,111 ,024 ,0 ,0
13 ,1 ,111 ,024 ,0 ,0
13 ,1 ,111 ,025 ,0 ,0
13 ,1 ,111 ,029 ,0 ,0
13 ,1 ,111 ,029 ,0 ,0
13 ,3 ,112 ,027 ,0 ,0
13 ,3 ,112 ,083 ,1 ,0
13 ,3 ,112 ,083 ,1 ,0
13 ,3 ,112 ,083 ,1 ,0
13 ,3 ,112 ,083 ,0 ,0
13 ,1 ,113 ,030 ,0 ,0
13 ,1 ,113 ,030 ,0 ,0
13 ,1 ,113 ,030 ,1 ,0
13 ,1 ,113 ,032 ,0 ,0
13 ,1 ,113 ,033 ,0 ,0
13 ,1 ,113 ,060 ,0 ,0
13 ,1 ,114 ,026 ,0 ,0
13 ,1 ,114 ,036 ,0 ,0
13 ,1 ,114 ,036 ,0 ,0
13 ,1 ,114 ,065 ,1 ,1
13 ,3 ,115 ,039 ,0 ,0
13 ,3 ,115 ,042 ,0 ,0
13 ,3 ,115 ,044 ,0 ,0
13 ,3 ,115 ,044 ,0 ,0
13 ,3 ,116 ,043 ,0 ,0
13 ,3 ,116 ,051 ,0 ,0
13 ,3 ,116 ,052 ,0 ,0
13 ,3 ,116 ,053 ,0 ,0
13 ,3 ,116 ,053 ,0 ,0
13 ,3 ,116 ,053 ,0 ,0
13 ,3 ,116 ,054 ,0 ,0
13 ,2 ,117 ,071 ,0 ,0
13 ,3 ,118 ,004 ,0 ,0
13 ,3 ,118 ,045 ,0 ,1
13 ,3 ,118 ,046 ,0 ,0
13 ,2 ,119 ,124 ,0 ,0
13 ,1 ,120 ,002 ,0 ,0
13 ,1 ,120 ,055 ,0 ,0
13 ,1 ,120 ,056 ,0 ,0
13 ,1 ,120 ,056 ,0 ,0
13 ,1 ,120 ,059 ,0 ,0
13 ,1 ,120 ,059 ,0 ,0
13 ,1 ,120 ,062 ,0 ,0
13 ,2 ,121 ,078 ,0 ,0
13 ,2 ,122 ,015 ,1 ,0
12 ,1 ,111 ,019 ,0 ,0
12 ,1 ,111 ,029 ,0 ,0
12 ,1 ,113 ,031 ,0 ,0
12 ,1 ,113 ,031 ,1 ,1
12 ,1 ,113 ,032 ,0 ,1
12 ,3 ,115 ,005 ,0 ,1
12 ,3 ,115 ,039 ,1 ,0
12 ,3 ,115 ,040 ,0 ,1
12 ,3 ,116 ,043 ,0 ,1
12 ,3 ,116 ,048 ,0 ,0
12 ,2 ,117 ,068 ,0 ,1
12 ,2 ,117 ,071 ,0 ,1
12 ,3 ,118 ,004 ,1 ,1
12 ,3 ,118 ,004 ,1 ,1
12 ,2 ,119 ,124 ,0 ,0
12 ,1 ,120 ,056 ,0 ,0
12 ,1 ,120 ,057 ,1 ,1
12 ,1 ,120 ,061 ,0 ,0
12 ,1 ,120 ,125 ,0 ,1
10 ,3 ,112 ,027 ,0 ,0
10 ,3 ,112 ,083 ,0 ,1
10 ,1 ,114 ,065 ,1 ,1
10 ,3 ,116 ,041 ,0 ,0
10 ,3 ,116 ,053 ,0 ,1
10 ,3 ,118 ,004 ,1 ,1
10 ,3 ,118 ,120 ,0 ,0
10 ,2 ,119 ,074 ,1 ,0
10 ,2 ,119 ,074 ,1 ,1
10 ,2 ,119 ,074 ,0 ,1
10 ,1 ,120 ,055 ,0 ,1
10 ,2 ,122 ,077 ,1 ,1
1 ,1 ,111 ,024 ,1 ,1
1 ,1 ,111 ,024 ,0 ,1
1 ,1 ,111 ,024 ,0 ,0
1 ,1 ,111 ,029 ,0 ,0
1 ,1 ,111 ,080 ,1 ,0
1 ,1 ,111 ,080 ,1 ,1
1 ,3 ,112 ,003 ,0 ,1
1 ,3 ,112 ,027 ,0 ,0
1 ,3 ,112 ,083 ,0 ,1
1 ,3 ,112 ,083 ,0 ,1
1 ,3 ,112 ,083 ,1 ,1
1 ,3 ,112 ,083 ,1 ,1
1 ,1 ,113 ,030 ,0 ,0
1 ,1 ,113 ,030 ,0 ,0
1 ,1 ,113 ,030 ,0 ,0
1 ,1 ,113 ,030 ,1 ,1
1 ,1 ,113 ,031 ,1 ,1
1 ,1 ,113 ,032 ,1 ,1
1 ,1 ,114 ,026 ,0 ,0
1 ,1 ,114 ,036 ,0 ,0
1 ,1 ,114 ,036 ,0 ,0
1 ,1 ,114 ,036 ,0 ,1
1 ,3 ,115 ,039 ,1 ,1
1 ,3 ,115 ,044 ,0 ,0
1 ,2 ,117 ,071 ,0 ,1
1 ,2 ,117 ,071 ,0 ,0
1 ,2 ,117 ,118 ,0 ,1
1 ,3 ,118 ,004 ,1 ,1
1 ,3 ,118 ,004 ,0 ,0
1 ,3 ,118 ,004 ,1 ,1
1 ,3 ,118 ,004 ,0 ,0
1 ,3 ,118 ,045 ,0 ,0
1 ,3 ,118 ,046 ,1 ,1
1 ,3 ,118 ,047 ,0 ,0
1 ,3 ,118 ,120 ,0 ,0
1 ,2 ,119 ,016 ,0 ,1
1 ,2 ,119 ,074 ,0 ,1
1 ,1 ,120 ,055 ,0 ,0
1 ,1 ,120 ,121 ,0 ,0
1 ,2 ,121 ,073 ,0 ,1
1 ,2 ,122 ,015 ,1 ,1
65,1 ,111 ,022 ,0 ,0
65,1 ,111 ,025 ,1 ,1
65,3 ,112 ,083 ,0 ,0
65,1 ,113 ,060 ,0 ,0
65,1 ,114 ,026 ,0 ,0
65,3 ,116 ,048 ,0 ,1
65,3 ,116 ,053 ,0 ,0
65,1 ,120 ,062 ,0 ,0
63 ,1 ,111 ,020 ,0 ,1
63 ,1 ,111 ,029 ,0 ,1
63 ,3 ,112 ,083 ,0 ,0
63 ,3 ,112 ,083 ,1 ,1
63 ,3 ,112 ,083 ,0 ,1
63 ,3 ,112 ,083 ,0 ,1
63 ,3 ,112 ,083 ,0 ,1
63 ,1 ,113 ,031 ,1 ,1
63 ,1 ,113 ,031 ,1 ,1
63 ,1 ,114 ,026 ,0 ,1
63 ,1 ,114 ,026 ,0 ,1
63 ,1 ,114 ,026 ,0 ,1
63 ,1 ,114 ,026 ,0 ,1
63 ,1 ,114 ,036 ,0 ,1
63 ,1 ,114 ,065 ,0 ,1
63 ,3 ,115 ,040 ,0 ,0
63 ,3 ,116 ,054 ,0 ,1
63 ,2 ,117 ,009 ,1 ,1
63 ,2 ,117 ,014 ,0 ,1
63 ,2 ,117 ,018 ,0 ,1
63 ,3 ,118 ,046 ,1 ,1
63 ,3 ,118 ,046 ,1 ,1
63 ,2 ,119 ,074 ,1 ,1
63 ,2 ,119 ,124 ,0 ,0
63 ,1 ,120 ,057 ,1 ,1
63 ,2 ,122 ,077 ,1 ,0
63 ,2 ,122 ,081 ,0 ,1
62 ,1 ,111 ,019 ,0 ,0
62 ,1 ,111 ,021 ,0 ,0
62 ,1 ,111 ,022 ,0 ,0
62 ,1 ,111 ,029 ,0 ,0
62 ,1 ,111 ,080 ,0 ,0
62 ,3 ,112 ,028 ,0 ,0
62 ,3 ,112 ,083 ,0 ,0
62 ,1 ,113 ,034 ,0 ,0
62 ,1 ,114 ,026 ,0 ,0
62 ,1 ,114 ,036 ,0 ,0
62 ,1 ,114 ,036 ,0 ,0
62 ,1 ,114 ,036 ,0 ,0
62 ,1 ,114 ,065 ,1 ,1
62 ,1 ,114 ,065 ,0 ,0
62 ,3 ,115 ,006 ,0 ,0
62 ,3 ,115 ,039 ,0 ,0
62 ,3 ,115 ,040 ,0 ,0
62 ,3 ,116 ,053 ,0 ,0
62 ,2 ,117 ,013 ,0 ,0
62 ,2 ,117 ,066 ,0 ,0
62 ,3 ,118 ,004 ,0 ,0
62 ,3 ,118 ,004 ,1 ,1
62 ,3 ,118 ,047 ,0 ,0
62 ,3 ,118 ,120 ,0 ,0
62 ,2 ,119 ,016 ,0 ,0
62 ,1 ,120 ,121 ,0 ,0
62 ,2 ,121 ,067 ,0 ,0
62 ,2 ,121 ,067 ,0 ,0
61 ,1 ,111 ,024 ,0 ,0
61 ,1 ,113 ,031 ,0 ,0
61 ,1 ,113 ,032 ,1 ,0
61 ,1 ,114 ,065 ,1 ,0
61 ,3 ,115 ,042 ,0 ,0
61 ,3 ,116 ,054 ,0 ,0
61 ,3 ,118 ,047 ,1 ,0
61 ,2 ,119 ,074 ,0 ,0
61 ,2 ,119 ,076 ,0 ,0
61 ,1 ,120 ,057 ,1 ,0
61 ,1 ,120 ,062 ,0 ,0
61 ,1 ,120 ,125 ,0 ,0
61 ,2 ,121 ,069 ,0 ,0
61 ,2 ,122 ,015 ,1 ,0
60 ,2 ,117 ,018 ,0 ,0
60 ,3 ,118 ,120 ,0 ,0
90 ,3 ,112 ,083 ,0 ,0
58 ,3 ,118 ,045 ,0 ,0
58 ,2 ,121 ,070 ,0 ,0
57,3 ,112 ,027 ,0 ,0
57,1 ,113 ,060 ,0 ,0
57,1 ,114 ,065 ,0 ,0
57,3 ,118 ,045 ,0 ,0
57,2 ,119 ,082 ,0 ,0
57,1 ,120 ,002 ,0 ,0
57,1 ,120 ,061 ,0 ,0
55 ,3 ,112 ,027 ,0 ,0
55 ,1 ,114 ,036 ,0 ,0
55 ,3 ,118 ,046 ,0 ,0
55 ,1 ,120 ,056 ,0 ,0
54 ,1 ,120 ,057 ,0 ,0
53 ,1 ,111 ,022 ,0 ,0
53 ,1 ,113 ,060 ,0 ,0
53 ,1 ,114 ,036 ,0 ,0
53 ,1 ,114 ,065 ,0 ,0
53 ,3 ,116 ,052 ,0 ,0
53 ,3 ,116 ,053 ,0 ,0
53 ,2 ,117 ,068 ,0 ,0
53 ,3 ,118 ,004 ,0 ,0
53 ,3 ,118 ,046 ,0 ,0
53 ,3 ,118 ,046 ,0 ,0
53 ,2 ,119 ,016 ,0 ,0
53 ,1 ,120 ,055 ,0 ,0
53 ,1 ,120 ,121 ,0 ,0
53 ,2 ,121 ,070 ,0 ,0
53 ,2 ,121 ,073 ,0 ,0
53 ,2 ,122 ,077 ,1 ,0
52,1 ,111 ,024 ,0 ,0
52,1 ,111 ,025 ,0 ,0
52,1 ,111 ,025 ,0 ,0
52,1 ,111 ,025 ,0 ,0
52,1 ,111 ,029 ,0 ,0
52,3 ,112 ,003 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,027 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,3 ,112 ,083 ,0 ,0
52,1 ,113 ,030 ,0 ,0
52,1 ,113 ,033 ,0 ,0
52,1 ,114 ,026 ,0 ,0
52,1 ,114 ,036 ,0 ,0
52,1 ,114 ,036 ,1 ,1
52,3 ,115 ,005 ,0 ,0
52,3 ,115 ,038 ,0 ,0
52,3 ,115 ,039 ,1 ,0
52,3 ,115 ,042 ,0 ,0
52,3 ,116 ,041 ,0 ,0
52,3 ,116 ,048 ,1 ,1
52,3 ,116 ,051 ,0 ,0
52,3 ,116 ,054 ,0 ,0
52,2 ,117 ,068 ,0 ,0
52,2 ,117 ,077 ,0 ,0
52,2 ,117 ,118 ,0 ,0
52,3 ,118 ,004 ,0 ,0
52,3 ,118 ,004 ,0 ,0
52,3 ,118 ,045 ,0 ,0
52,3 ,118 ,046 ,1 ,0
52,3 ,118 ,120 ,0 ,0
52,3 ,118 ,120 ,0 ,0
52,2 ,119 ,074 ,1 ,0
52,2 ,119 ,124 ,0 ,0
52,1 ,120 ,002 ,0 ,0
52,1 ,120 ,055 ,0 ,0
52,1 ,120 ,056 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,061 ,0 ,0
52,1 ,120 ,121 ,0 ,0
52,2 ,121 ,012 ,0 ,0
52,2 ,122 ,091 ,1 ,0
51,1 ,111 ,024 ,1 ,0
51,1 ,111 ,024 ,0 ,0
51,1 ,111 ,024 ,1 ,0
51,3 ,112 ,027 ,0 ,0
51,3 ,112 ,028 ,0 ,0
51,3 ,112 ,028 ,0 ,0
51,3 ,112 ,083 ,0 ,0
51,3 ,112 ,083 ,0 ,0
51,1 ,113 ,060 ,0 ,0
51,1 ,114 ,026 ,0 ,0
51,1 ,114 ,036 ,0 ,0
51,1 ,114 ,036 ,0 ,1
51,1 ,114 ,036 ,0 ,0
51,3 ,115 ,038 ,0 ,0
51,3 ,115 ,040 ,0 ,0
51,3 ,116 ,051 ,0 ,0
51,3 ,118 ,120 ,0 ,0
51,2 ,119 ,076 ,0 ,0
51,2 ,119 ,091 ,0 ,0
51,1 ,120 ,002 ,0 ,0
51,1 ,120 ,058 ,0 ,0
8 ,1 ,113 ,031 ,0 ,0
8 ,1 ,114 ,026 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,1 ,114 ,036 ,0 ,0
8 ,3 ,115 ,006 ,0 ,0
8 ,3 ,115 ,039 ,1 ,0
8 ,3 ,115 ,039 ,1 ,0
8 ,3 ,115 ,042 ,0 ,0
8 ,3 ,115 ,044 ,0 ,0
8 ,3 ,116 ,041 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,053 ,0 ,0
8 ,3 ,116 ,054 ,0 ,0
8 ,2 ,117 ,001 ,0 ,0
8 ,2 ,117 ,013 ,0 ,0
8 ,2 ,117 ,018 ,0 ,0
8 ,2 ,117 ,018 ,0 ,0
8 ,2 ,117 ,068 ,0 ,0
8 ,2 ,117 ,071 ,0 ,0
8 ,2 ,117 ,118 ,0 ,0
8 ,2 ,117 ,118 ,0 ,0
8 ,3 ,118 ,004 ,1 ,0
8 ,3 ,118 ,004 ,0 ,0
8 ,3 ,118 ,004 ,0 ,0
8 ,3 ,118 ,045 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,3 ,118 ,120 ,0 ,0
8 ,2 ,119 ,074 ,0 ,0
8 ,2 ,119 ,074 ,1 ,0
8 ,2 ,119 ,074 ,0 ,0
8 ,2 ,119 ,074 ,0 ,0
8 ,2 ,119 ,074 ,0 ,0
8 ,2 ,119 ,074 ,0 ,1
8 ,2 ,119 ,076 ,0 ,0
8 ,2 ,119 ,076 ,0 ,0
8 ,2 ,119 ,076 ,0 ,0
8 ,2 ,119 ,076 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,2 ,119 ,124 ,0 ,0
8 ,1 ,120 ,059 ,0 ,0
8 ,1 ,120 ,059 ,0 ,0
8 ,1 ,120 ,061 ,0 ,0
8 ,1 ,120 ,062 ,0 ,0
8 ,1 ,120 ,062 ,0 ,0
8 ,1 ,120 ,062 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,121 ,0 ,0
8 ,1 ,120 ,125 ,0 ,0
8 ,2 ,121 ,017 ,0 ,0
8 ,2 ,121 ,073 ,0 ,0
8 ,2 ,122 ,072 ,0 ,0
8 ,2 ,122 ,075 ,0 ,0
8 ,2 ,122 ,081 ,0 ,0
7 ,1 ,111 ,019 ,0 ,0
7 ,1 ,111 ,021 ,0 ,0
7 ,1 ,111 ,025 ,0 ,0
7 ,1 ,113 ,060 ,0 ,0
7 ,3 ,115 ,039 ,1 ,0
7 ,3 ,116 ,041 ,0 ,0
7 ,3 ,116 ,041 ,0 ,0
7 ,3 ,116 ,041 ,0 ,0
7 ,3 ,116 ,041 ,0 ,0
7 ,3 ,116 ,048 ,0 ,0
7 ,3 ,118 ,045 ,0 ,0
7 ,3 ,118 ,045 ,1 ,0
7 ,2 ,119 ,074 ,1 ,0
7 ,2 ,121 ,073 ,0 ,0
6 ,1 ,111 ,029 ,0 ,0
6 ,3 ,112 ,027 ,0 ,0
6 ,3 ,112 ,027 ,0 ,0
6 ,1 ,113 ,031 ,0 ,0
6 ,3 ,116 ,053 ,0 ,0
6 ,1 ,120 ,056 ,0 ,0
89 ,1 ,111 ,029 ,0 ,0
5 ,1 ,111 ,019 ,0 ,0
5 ,1 ,111 ,019 ,0 ,0
5 ,1 ,111 ,021 ,1 ,0
5 ,1 ,111 ,022 ,0 ,0
5 ,1 ,111 ,024 ,0 ,0
5 ,1 ,111 ,024 ,1 ,0
5 ,1 ,111 ,024 ,1 ,0
5 ,1 ,111 ,024 ,1 ,0
5 ,1 ,111 ,024 ,1 ,0
5 ,1 ,111 ,024 ,1 ,0
5 ,1 ,111 ,025 ,1 ,0
5 ,1 ,111 ,080 ,1 ,0
5 ,3 ,112 ,027 ,0 ,0
5 ,3 ,112 ,027 ,0 ,0
5 ,3 ,112 ,083 ,1 ,0
5 ,3 ,112 ,083 ,1 ,0
5 ,1 ,113 ,030 ,1 ,0
5 ,1 ,113 ,033 ,0 ,0
5 ,1 ,113 ,034 ,0 ,0
5 ,1 ,114 ,036 ,0 ,0
5 ,3 ,115 ,005 ,1 ,0
5 ,3 ,115 ,006 ,0 ,0
5 ,3 ,115 ,038 ,0 ,0
5 ,3 ,115 ,039 ,1 ,0
5 ,3 ,115 ,039 ,1 ,0
5 ,3 ,115 ,040 ,0 ,0
5 ,3 ,115 ,042 ,0 ,0
5 ,3 ,115 ,044 ,0 ,0
5 ,3 ,115 ,044 ,0 ,0
5 ,3 ,116 ,041 ,0 ,0
5 ,3 ,116 ,041 ,0 ,0
5 ,3 ,116 ,043 ,0 ,0
5 ,3 ,116 ,043 ,0 ,0
5 ,3 ,116 ,043 ,0 ,0
5 ,3 ,116 ,049 ,0 ,0
5 ,3 ,116 ,051 ,0 ,0
5 ,3 ,116 ,052 ,0 ,0
5 ,3 ,116 ,053 ,0 ,0
5 ,3 ,116 ,053 ,0 ,0
5 ,3 ,116 ,054 ,0 ,0
5 ,2 ,117 ,009 ,0 ,0
5 ,2 ,117 ,018 ,0 ,0
5 ,2 ,117 ,018 ,0 ,0
5 ,2 ,117 ,018 ,1 ,0
5 ,2 ,117 ,066 ,0 ,0
5 ,2 ,117 ,066 ,0 ,0
5 ,2 ,117 ,066 ,0 ,0
5 ,2 ,117 ,068 ,1 ,0
5 ,3 ,118 ,004 ,0 ,0
5 ,3 ,118 ,004 ,1 ,0
5 ,3 ,118 ,004 ,1 ,0
5 ,3 ,118 ,046 ,0 ,0
5 ,3 ,118 ,047 ,0 ,0
5 ,3 ,118 ,120 ,0 ,0
5 ,3 ,118 ,120 ,0 ,0
5 ,2 ,119 ,074 ,1 ,0
5 ,2 ,119 ,074 ,0 ,0
5 ,2 ,119 ,074 ,0 ,0
5 ,2 ,119 ,076 ,0 ,0
5 ,2 ,119 ,076 ,0 ,0
5 ,2 ,119 ,076 ,0 ,0
5 ,2 ,119 ,124 ,0 ,0
5 ,1 ,120 ,055 ,0 ,0
5 ,1 ,120 ,056 ,0 ,0
5 ,1 ,120 ,056 ,0 ,0
5 ,1 ,120 ,062 ,0 ,0
5 ,2 ,121 ,069 ,0 ,0
5 ,2 ,121 ,070 ,0 ,0
5 ,2 ,121 ,073 ,0 ,0
5 ,2 ,121 ,073 ,0 ,0
5 ,2 ,121 ,073 ,0 ,0
5 ,2 ,121 ,078 ,0 ,0
5 ,2 ,121 ,079 ,0 ,0
5 ,2 ,122 ,081 ,0 ,0
5 ,2 ,122 ,122 ,0 ,0
5 ,2 ,122 ,122 ,0 ,0
4 ,3 ,115 ,042 ,0 ,0
3 ,1 ,111 ,025 ,0 ,0
3 ,1 ,111 ,029 ,0 ,0
3 ,3 ,112 ,083 ,0 ,0
3 ,1 ,113 ,032 ,0 ,0
3 ,1 ,114 ,036 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,3 ,116 ,053 ,0 ,0
3 ,2 ,117 ,018 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
3 ,2 ,117 ,118 ,0 ,0
